"nacionality","sex","age","sport","medal"
"ROU","M",28,"cycling","F"
"ESP","M",29,"hockey","F"
"UKR","M",24,"aquatics","F"
"KAZ","M",23,"canoe","F"
"ESP","M",31,"equestrian","F"
"BRA","M",41,"volleyball","T"
"ESP","M",23,"athletics","F"
"ESP","M",36,"golf","F"
"ESP","M",29,"basketball","T"
"COL","M",29,"cycling","F"
"POR","M",24,"football","F"
"CAN","M",28,"judo","F"
"CUB","M",26,"volleyball","F"
"ESP","M",30,"basketball","T"
"BRA","M",24,"gymnastics","F"
"POR","M",40,"athletics","F"
"POR","M",31,"judo","F"
"UAE","M",29,"judo","T"
"CUB","M",29,"canoe","F"
"UKR","M",32,"athletics","F"
"UKR","M",23,"shooting","T"
"UKR","M",29,"athletics","F"
"UZB","M",28,"canoe","F"
"TUR","M",28,"taekwondo","F"
"FIJ","M",21,"football","F"
"USA","M",29,"rowing","F"
"KOR","F",24,"athletics","F"
"KOR","M",23,"football","F"
"KOR","F",22,"badminton","T"
"KOR","F",25,"hockey","F"
"KOR","M",35,"fencing","F"
"KOR","M",22,"football","F"
"KOR","M",22,"athletics","F"
"KOR","M",26,"judo","F"
"KOR","M",33,"shooting","F"
"KOR","M",23,"football","F"
"KOR","M",21,"archery","T"
"NED","M",24,"hockey","F"
"ESP","M",28,"equestrian","F"
"NGR","M",25,"athletics","F"
"IRI","M",29,"volleyball","F"
"JAM","F",21,"athletics","F"
"USA","M",27,"athletics","F"
"ISR","M",30,"sailing","F"
"IRI","M",28,"volleyball","F"
"EGY","F",25,"weightlifting","F"
"UZB","M",20,"rowing","F"
"UZB","M",23,"boxing","T"
"UZB","M",23,"boxing","T"
"UZB","M",23,"judo","F"
"NZL","F",24,"rugby sevens","T"
"USA","M",19,"boxing","T"
"USA","F",35,"athletics","F"
"CAN","F",16,"gymnastics","F"
"BAN","F",22,"archery","F"
"IRL","M",24,"hockey","F"
"AUS","M",43,"equestrian","T"
"IRL","M",22,"aquatics","F"
"FIJ","M",21,"football","F"
"ISR","F",37,"cycling","F"
"GER","F",23,"athletics","F"
"JAM","F",24,"athletics","F"
"NED","F",25,"cycling","F"
"FRA","F",23,"rugby sevens","F"
"IRL","F",24,"cycling","F"
"AUS","F",27,"rugby sevens","T"
"USA","F",32,"athletics","F"
"CHN","F",27,"golf","T"
"CHN","F",29,"basketball","F"
"CHN","F",24,"football","F"
"CHN","F",26,"football","F"
"CHN","F",22,"athletics","F"
"BAH","F",19,"athletics","F"
"GBR","F",28,"athletics","F"
"PUR","F",24,"volleyball","F"
"IND","M",34,"table tennis","F"
"AZE","M",28,"wrestling","T"
"AUS","F",28,"rugby sevens","T"
"CRC","F",33,"athletics","F"
"COL","F",23,"rugby sevens","F"
"SOL","F",23,"athletics","F"
"NED","F",23,"aquatics","T"
"RSA","M",29,"rowing","T"
"NZL","M",24,"rowing","F"
"BAH","F",22,"athletics","T"
"BAH","M",24,"athletics","F"
"PLW","M",22,"aquatics","F"
"CAN","M",22,"athletics","F"
"NZL","M",26,"hockey","F"
"NZL","M",32,"hockey","F"
"KEN","F",27,"archery","F"
"QAT","M",34,"equestrian","F"
"KEN","F",23,"rugby sevens","F"
"ZIM","F",26,"football","F"
"BRA","F",33,"volleyball","F"
"GBR","F",26,"athletics","F"
"USA","F",22,"athletics","F"
"USA","F",23,"athletics","F"
"CAN","F",24,"football","T"
"AUS","F",29,"boxing","F"
"USA","F",58,"equestrian","F"
"JAM","F",30,"athletics","T"
"CHN","M",32,"fencing","F"
"TPE","M",30,"badminton","F"
"CHN","M",34,"shooting","F"
"CHN","M",27,"wrestling","F"
"BAH","F",27,"athletics","F"
"UZB","M",30,"judo","F"
"JAM","F",22,"athletics","T"
"EGY","F",25,"gymnastics","F"
"IRQ","M",20,"football","F"
"JAM","F",26,"athletics","F"
"TPE","F",23,"archery","T"
"TPE","M",27,"weightlifting","F"
"TPE","M",24,"athletics","F"
"JPN","F",27,"fencing","F"
"JPN","F",39,"golf","F"
"CHN","F",23,"aquatics","F"
"CHN","F",26,"athletics","F"
"EGY","F",35,"shooting","F"
"JPN","M",43,"golf","F"
"JPN","M",20,"football","F"
"JPN","M",23,"wrestling","T"
"JPN","M",25,"aquatics","F"
"JPN","M",22,"football","F"
"JPN","M",30,"football","F"
"ISR","F",25,"judo","F"
"BAN","F",22,"athletics","F"
"BRN","F",26,"athletics","F"
"IND","M",23,"boxing","F"
"IND","F",19,"aquatics","F"
"RSA","F",22,"football","F"
"CHN","F",25,"table tennis","T"
"CHN","F",20,"aquatics","F"
"CHN","F",23,"athletics","F"
"ISR","M",27,"cycling","F"
"GEO","M",22,"wrestling","T"
"JPN","M",23,"athletics","F"
"JPN","M",24,"aquatics","F"
"JPN","M",34,"badminton","F"
"JPN","M",27,"modern pentathlon","F"
"JPN","M",24,"judo","T"
"JPN","M",27,"rugby sevens","F"
"GBR","F",24,"hockey","T"
"CAN","F",34,"basketball","F"
"JPN","M",30,"aquatics","F"
"JPN","M",25,"athletics","T"
"JPN","M",23,"canoe","F"
"JPN","M",22,"football","F"
"TPE","F",25,"weightlifting","T"
"CHN","F",30,"tennis","F"
"CHN","F",27,"tennis","F"
"CHN","M",21,"taekwondo","T"
"CHN","F",21,"football","F"
"CHN","M",25,"gymnastics","T"
"CHN","F",25,"athletics","F"
"CHN","M",22,"aquatics","T"
"SIN","F",28,"shooting","F"
"CHN","M",25,"athletics","F"
"CHN","F",22,"taekwondo","T"
"BEL","M",19,"taekwondo","F"
"BLR","M",27,"athletics","F"
"SWZ","M",28,"athletics","F"
"RSA","M",30,"athletics","F"
"ALG","M",26,"rowing","F"
"BAN","M",32,"golf","F"
"GER","M",26,"canoe","F"
"ALB","M",24,"aquatics","F"
"NED","F",23,"athletics","F"
"NOR","F",21,"wrestling","F"
"MAR","F",30,"athletics","F"
"CHN","F",20,"basketball","F"
"CHN","F",27,"shooting","T"
"SUI","M",26,"cycling","F"
"ITA","M",28,"athletics","F"
"ESP","F",29,"basketball","T"
"ESP","F",37,"handball","F"
"ECU","F",33,"athletics","F"
"ITA","F",29,"sailing","F"
"ITA","F",34,"cycling","F"
"ITA","F",27,"sailing","F"
"ITA","F",23,"aquatics","F"
"SRB","F",30,"volleyball","F"
"VEN","M",37,"fencing","F"
"GER","M",32,"handball","T"
"CRO","M",30,"sailing","T"
"BUL","M",26,"boxing","F"
"FIJ","M",34,"football","F"
"DEN","M",19,"cycling","F"
"NZL","M",28,"hockey","F"
"AUS","M",30,"cycling","F"
"FRA","M",22,"table tennis","F"
"GER","M",30,"cycling","F"
"BEL","M",25,"hockey","T"
"GBR","M",32,"hockey","F"
"ARM","M",19,"weightlifting","T"
"SUI","M",31,"rowing","T"
"AUS","M",30,"hockey","F"
"SLO","M",31,"handball","F"
"SUI","M",26,"rowing","T"
"SWE","M",30,"aquatics","F"
"SLO","M",30,"cycling","F"
"SWE","M",22,"football","F"
"KEN","M",32,"athletics","F"
"SUI","M",27,"canoe","F"
"PLE","M",27,"judo","F"
"CZE","F",25,"aquatics","F"
"CHI","F",27,"gymnastics","F"
"ITA","F",28,"cycling","F"
"ROU","F",31,"fencing","T"
"LTU","F",34,"cycling","F"
"ROU","F",28,"fencing","T"
"LTU","M",23,"aquatics","F"
"USA","F",19,"gymnastics","T"
"ITA","M",33,"volleyball","T"
"DEN","F",22,"cycling","F"
"ITA","M",22,"cycling","F"
"JAM","F",31,"athletics","T"
"ITA","M",20,"volleyball","T"
"GER","F",30,"football","F"
"USA","F",20,"aquatics","T"
"ITA","M",27,"aquatics","F"
"ITA","M",20,"aquatics","F"
"ITA","M",32,"rowing","F"
"JAM","F",22,"athletics","F"
"CMR","M",27,"boxing","F"
"AUS","M",34,"weightlifting","F"
"HKG","F",24,"sailing","F"
"GER","F",17,"gymnastics","F"
"IRL","F",40,"rowing","F"
"THA","M",21,"weightlifting","T"
"LAT","F",28,"athletics","F"
"HKG","F",19,"aquatics","F"
"GBR","F",21,"aquatics","T"
"NZL","M",23,"rugby sevens","F"
"FRA","F",30,"handball","T"
"LAO","F",14,"aquatics","F"
"THA","F",22,"sailing","F"
"THA","F",23,"weightlifting","F"
"NEP","M",18,"aquatics","F"
"FIJ","F",21,"athletics","F"
"UZB","F",27,"athletics","F"
"TGA","M",22,"athletics","F"
"CHN","F",24,"gymnastics","F"
"NED","M",21,"archery","F"
"MNE","F",32,"athletics","F"
"POL","M",38,"handball","F"
"USA","F",23,"tennis","F"
"SRB","M",33,"aquatics","T"
"BRA","M",38,"aquatics","F"
"CRO","F",34,"shooting","F"
"KOR","F",22,"badminton","F"
"TUN","M",34,"handball","F"
"RUS","F",18,"aquatics","F"
"GRE","F",19,"rowing","F"
"ETH","F",29,"athletics","F"
"GRE","F",39,"sailing","F"
"POL","F",21,"athletics","F"
"SWE","F",26,"football","T"
"ITA","F",18,"gymnastics","F"
"SWE","F",27,"wrestling","T"
"CHI","F",23,"sailing","F"
"SWE","F",37,"canoe","F"
"AUT","F",22,"table tennis","F"
"GRE","F",28,"athletics","F"
"URU","F",31,"weightlifting","F"
"ARG","F",27,"aquatics","F"
"GRE","F",31,"athletics","F"
"FRA","M",27,"sailing","F"
"ALG","M",24,"football","F"
"FRA","M",27,"rugby sevens","F"
"FRA","M",22,"boxing","T"
"SWE","F",26,"athletics","F"
"RUS","F",31,"fencing","T"
"IRI","M",28,"weightlifting","T"
"JPN","M",27,"wrestling","F"
"KOR","F",22,"taekwondo","T"
"KOR","F",20,"handball","F"
"PRK","F",26,"judo","F"
"COL","F",27,"rugby sevens","F"
"NED","M",29,"athletics","F"
"BRA","M",34,"athletics","F"
"CZE","F",40,"aquatics","F"
"ARM","F",18,"weightlifting","F"
"THA","M",34,"tennis","F"
"NOR","M",25,"athletics","F"
"TUR","M",25,"wrestling","T"
"CHN","F",24,"basketball","F"
"PRK","M",31,"shooting","T"
"PRK","F",22,"table tennis","T"
"CHN","F",30,"judo","T"
"BAN","F",19,"aquatics","F"
"ALG","F",25,"judo","F"
"ESP","F",36,"shooting","F"
"ITA","F",22,"athletics","F"
"GBR","F",37,"athletics","F"
"MNE","F",30,"handball","F"
"SRB","F",27,"basketball","T"
"GER","M",22,"equestrian","T"
"NZL","M",31,"rugby sevens","F"
"GBR","M",22,"weightlifting","F"
"KOR","F",29,"hockey","F"
"GBR","F",27,"sailing","F"
"GBR","F",26,"hockey","T"
"NZL","F",22,"hockey","F"
"SUI","F",21,"aquatics","F"
"SWE","F",18,"aquatics","F"
"GBR","F",25,"athletics","T"
"NZL","F",24,"rowing","F"
"GER","F",19,"gymnastics","T"
"CAN","F",28,"football","T"
"NED","F",29,"rowing","F"
"NED","F",25,"volleyball","F"
"THA","F",22,"weightlifting","T"
"NGR","M",23,"football","F"
"DEN","M",23,"aquatics","F"
"DEN","M",41,"golf","F"
"SUR","M",19,"badminton","F"
"BLR","M",25,"wrestling","F"
"RUS","M",25,"wrestling","T"
"NGR","M",32,"wrestling","F"
"GER","F",27,"athletics","F"
"CAM","F",33,"wrestling","F"
"CYP","F",18,"aquatics","F"
"ALG","F",37,"athletics","F"
"MAR","M",20,"athletics","F"
"MAR","M",25,"cycling","F"
"MAR","M",23,"athletics","F"
"LAO","M",20,"judo","F"
"COM","M",25,"aquatics","F"
"FRA","M",25,"boxing","T"
"IND","M",23,"table tennis","F"
"CAM","M",21,"aquatics","F"
"UZB","M",28,"judo","F"
"TTO","F",25,"athletics","F"
"SLO","F",20,"aquatics","F"
"SLO","F",35,"canoe","F"
"AUS","M",25,"rowing","F"
"GBR","M",43,"equestrian","T"
"GRE","M",36,"aquatics","T"
"GRE","M",24,"rowing","F"
"IND","F",25,"athletics","F"
"MNE","M",32,"judo","F"
"IND","M",28,"hockey","F"
"INA","F",22,"weightlifting","T"
"IND","M",23,"badminton","F"
"NZL","F",25,"hockey","F"
"USA","F",31,"golf","F"
"KEN","F",26,"rugby sevens","F"
"NGR","M",25,"basketball","F"
"BUL","F",26,"boxing","F"
"BLR","M",31,"rowing","F"
"NGR","M",20,"football","T"
"FRA","M",25,"athletics","F"
"KEN","M",30,"athletics","F"
"DOM","M",21,"athletics","F"
"GRE","F",22,"gymnastics","F"
"USA","M",20,"aquatics","T"
"FRA","M",25,"rugby sevens","F"
"CGO","F",21,"aquatics","F"
"SRB","M",27,"basketball","T"
"RSA","M",24,"athletics","F"
"AUT","M",29,"cycling","F"
"AUT","M",28,"table tennis","F"
"BUL","M",31,"cycling","F"
"SRB","M",26,"basketball","T"
"GER","M",27,"canoe","F"
"SRB","M",28,"basketball","T"
"SRB","M",28,"aquatics","T"
"SWE","M",26,"shooting","F"
"SRB","F",26,"volleyball","T"
"BUL","F",21,"badminton","F"
"ITA","F",23,"aquatics","F"
"USA","F",26,"hockey","F"
"ITA","F",25,"canoe","F"
"RUS","F",19,"sailing","T"
"ITA","M",42,"equestrian","F"
"BRA","M",25,"rugby sevens","F"
"ITA","M",22,"rowing","F"
"PER","M",21,"sailing","F"
"RSA","M",23,"sailing","F"
"SMR","M",47,"shooting","F"
"ITA","M",37,"aquatics","T"
"ITA","M",31,"athletics","F"
"GRE","M",27,"aquatics","F"
"GRE","M",23,"aquatics","F"
"GRE","M",19,"rowing","F"
"COL","F",22,"football","F"
"BOL","F",20,"athletics","F"
"VEN","F",25,"cycling","T"
"GER","M",29,"aquatics","F"
"GER","M",26,"handball","T"
"USA","M",52,"equestrian","T"
"GER","M",30,"handball","T"
"GER","F",24,"canoe","T"
"FRA","F",22,"athletics","F"
"UGA","F",20,"athletics","F"
"RUS","M",25,"wrestling","F"
"AUS","F",22,"football","F"
"GER","M",26,"aquatics","F"
"GER","M",28,"rowing","F"
"BRA","M",27,"equestrian","F"
"BRA","M",27,"hockey","F"
"HKG","F",24,"aquatics","F"
"FRA","F",42,"equestrian","F"
"PUR","F",26,"volleyball","F"
"CMR","F",29,"volleyball","F"
"CAN","F",27,"aquatics","F"
"CAN","F",30,"football","T"
"LCA","F",21,"sailing","F"
"RSA","F",20,"football","F"
"IRL","F",24,"golf","F"
"AUS","F",26,"cycling","F"
"GER","F",29,"cycling","F"
"AUS","F",22,"basketball","F"
"FRA","F",41,"shooting","F"
"GBR","F",27,"athletics","F"
"LIE","F",26,"tennis","F"
"AUS","M",28,"canoe","F"
"GBR","M",35,"cycling","F"
"NZL","M",26,"hockey","F"
"NZL","M",23,"rowing","F"
"USA","M",34,"rowing","F"
"UGA","M",27,"athletics","F"
"USA","M",28,"taekwondo","F"
"GBR","M",22,"aquatics","T"
"RSA","M",31,"athletics","F"
"NGR","M",23,"athletics","F"
"BAH","M",22,"athletics","T"
"FRA","M",22,"rugby sevens","F"
"JAM","F",28,"athletics","T"
"SRB","M",44,"shooting","F"
"SUI","M",34,"equestrian","F"
"USA","M",27,"tennis","T"
"SUI","M",33,"cycling","F"
"GBR","M",28,"cycling","T"
"BAH","M",21,"athletics","T"
"IRL","M",28,"boxing","F"
"NED","M",29,"cycling","F"
"USA","M",38,"taekwondo","F"
"CAN","M",27,"volleyball","F"
"GBR","M",31,"shooting","T"
"GBR","M",25,"rowing","F"
"NOR","M",24,"gymnastics","F"
"NOR","M",33,"wrestling","T"
"SWE","F",20,"football","T"
"SWE","F",26,"aquatics","F"
"DEN","F",22,"athletics","F"
"NOR","F",25,"handball","T"
"DEN","F",25,"shooting","F"
"CRO","M",26,"athletics","F"
"BLR","M",30,"athletics","F"
"FRA","M",22,"athletics","F"
"NZL","M",34,"athletics","F"
"USA","M",35,"sailing","F"
"AUS","M",52,"equestrian","T"
"KOR","F",29,"volleyball","F"
"AUS","F",20,"golf","F"
"IRQ","M",22,"football","F"
"THA","F",22,"athletics","F"
"IND","F",30,"athletics","F"
"INA","M",20,"athletics","F"
"USA","F",36,"basketball","T"
"JPN","M",37,"athletics","F"
"ESP","M",32,"judo","F"
"JPN","M",25,"athletics","F"
"UZB","M",23,"athletics","F"
"THA","F",21,"weightlifting","T"
"CAN","M",23,"hockey","F"
"KSA","M",22,"judo","F"
"TUR","M",22,"wrestling","F"
"KAZ","M",22,"archery","F"
"TUR","F",29,"athletics","F"
"KSA","M",39,"athletics","F"
"IND","M",25,"badminton","F"
"KOR","F",26,"handball","F"
"MGL","F",25,"judo","T"
"MGL","F",26,"wrestling","F"
"SUR","F",26,"athletics","F"
"RSA","F",33,"athletics","T"
"KOR","M",29,"badminton","F"
"KOR","M",29,"judo","F"
"KOR","M",22,"football","F"
"KOR","F",38,"handball","F"
"IND","M",27,"hockey","F"
"IND","F",25,"hockey","F"
"KOR","F",20,"modern pentathlon","F"
"CHN","F",27,"weightlifting","T"
"CGO","M",40,"table tennis","F"
"IND","M",23,"hockey","F"
"NED","F",30,"athletics","F"
"POR","F",32,"athletics","F"
"NOR","F",23,"aquatics","F"
"SWE","F",35,"athletics","F"
"GBR","F",27,"hockey","T"
"CAN","F",26,"rowing","F"
"IND","F",24,"hockey","F"
"THA","F",22,"table tennis","F"
"THA","F",30,"shooting","F"
"FIN","F",28,"taekwondo","F"
"KOR","F",25,"aquatics","F"
"MNE","F",24,"handball","F"
"NOR","F",35,"golf","F"
"AUS","F",60,"equestrian","F"
"JPN","F",16,"aquatics","F"
"GER","M",27,"football","T"
"NOR","M",24,"cycling","F"
"GER","M",31,"athletics","F"
"GER","M",29,"judo","F"
"NOR","M",21,"athletics","F"
"SUI","M",35,"triathlon","F"
"GER","F",25,"football","T"
"RUS","F",20,"aquatics","F"
"KAZ","F",30,"rowing","F"
"KAZ","F",23,"athletics","F"
"RUS","F",23,"aquatics","T"
"RUS","F",31,"tennis","F"
"UZB","F",29,"athletics","F"
"RUS","F",27,"aquatics","T"
"BLR","F",29,"athletics","F"
"UKR","F",23,"canoe","F"
"UKR","F",27,"judo","F"
"UKR","F",40,"athletics","F"
"MYA","F",23,"athletics","F"
"USA","F",17,"athletics","F"
"CAN","F",19,"aquatics","F"
"USA","F",31,"basketball","T"
"POL","M",27,"athletics","F"
"POL","F",35,"shooting","F"
"GHA","F",28,"judo","F"
"TPE","F",23,"table tennis","F"
"POL","M",29,"modern pentathlon","F"
"BRA","F",20,"athletics","F"
"GER","F",16,"gymnastics","F"
"GER","F",25,"football","T"
"GBS","F",33,"judo","F"
"LTU","M",31,"athletics","F"
"SUI","M",34,"athletics","F"
"KOR","M",30,"sailing","F"
"KOR","M",22,"taekwondo","T"
"KOR","M",27,"aquatics","F"
"ETH","M",23,"athletics","F"
"RUS","M",32,"judo","F"
"TUR","M",26,"wrestling","T"
"IVB","F",34,"athletics","F"
"GER","M",23,"taekwondo","F"
"ANT","M",22,"athletics","F"
"ESP","M",30,"wrestling","F"
"TGA","F",19,"athletics","F"
"BRA","F",25,"basketball","F"
"THA","M",23,"weightlifting","F"
"BRA","F",25,"rugby sevens","F"
"BRA","F",33,"fencing","F"
"NGR","M",19,"football","F"
"JPN","M",40,"equestrian","F"
"JPN","M",32,"archery","F"
"JPN","M",20,"athletics","F"
"JPN","M",23,"judo","T"
"JPN","M",25,"athletics","F"
"JPN","M",33,"athletics","F"
"JPN","M",32,"aquatics","T"
"JPN","M",22,"football","F"
"JPN","M",21,"football","F"
"JPN","M",31,"aquatics","F"
"JPN","M",29,"canoe","T"
"JPN","M",22,"football","F"
"ZIM","F",31,"football","F"
"BRA","M",29,"aquatics","F"
"AUS","M",35,"wrestling","F"
"AUS","F",24,"volleyball","F"
"KEN","F",22,"aquatics","F"
"JOR","F",21,"aquatics","F"
"CIV","F",21,"aquatics","F"
"BRA","F",34,"volleyball","F"
"BRA","M",25,"athletics","F"
"HUN","F",27,"canoe","T"
"ESP","F",32,"sailing","F"
"FRA","F",21,"handball","T"
"SRB","F",29,"basketball","T"
"SRB","F",28,"athletics","F"
"CAN","F",31,"basketball","F"
"MEX","F",23,"modern pentathlon","F"
"HUN","M",34,"fencing","F"
"HUN","M",20,"aquatics","T"
"HUN","M",30,"wrestling","F"
"HUN","M",24,"canoe","F"
"HUN","M",27,"triathlon","F"
"AUS","F",25,"football","F"
"SKN","F",27,"athletics","F"
"USA","F",37,"basketball","T"
"POR","F",17,"aquatics","F"
"ETH","M",25,"athletics","T"
"BRA","F",29,"football","F"
"BRA","F",22,"handball","F"
"BRA","F",25,"aquatics","F"
"AUS","F",18,"aquatics","T"
"VIE","M",26,"weightlifting","F"
"EST","M",29,"cycling","F"
"EST","M",27,"athletics","F"
"BEL","M",25,"hockey","T"
"MEX","F",20,"fencing","F"
"ITA","F",31,"aquatics","T"
"ESP","F",24,"cycling","F"
"ITA","F",37,"aquatics","T"
"AUT","F",23,"sailing","T"
"FIN","F",23,"aquatics","F"
"CRO","F",24,"shooting","F"
"SLO","F",28,"cycling","F"
"ASA","M",26,"weightlifting","F"
"ARG","F",25,"volleyball","F"
"AUS","F",28,"athletics","F"
"RSA","F",33,"equestrian","F"
"THA","F",26,"shooting","F"
"CHN","M",22,"weightlifting","T"
"ALG","M",28,"athletics","T"
"FIN","M",32,"sailing","F"
"ESP","F",28,"sailing","F"
"CAN","F",36,"cycling","F"
"UKR","M",21,"canoe","T"
"JAM","F",23,"athletics","F"
"EGY","M",29,"fencing","F"
"ALG","M",25,"wrestling","F"
"TUR","M",28,"athletics","F"
"KSA","M",26,"athletics","F"
"JPN","M",23,"tennis","F"
"FIN","F",33,"archery","F"
"CAN","F",26,"athletics","F"
"NED","F",19,"athletics","F"
"ISR","M",28,"athletics","F"
"RSA","M",22,"football","F"
"ZIM","M",25,"athletics","F"
"COL","F",25,"football","F"
"RUS","F",31,"shooting","F"
"MDA","F",21,"aquatics","F"
"BLR","F",38,"sailing","F"
"RUS","F",32,"handball","T"
"ITA","F",32,"cycling","F"
"RUS","F",28,"volleyball","F"
"RUS","F",36,"fencing","T"
"ARG","F",30,"volleyball","F"
"BRA","F",26,"basketball","F"
"BRA","F",27,"athletics","F"
"BIH","F",19,"shooting","F"
"GER","F",24,"athletics","F"
"BLR","F",25,"athletics","F"
"BLR","F",23,"athletics","F"
"BLR","F",26,"rowing","F"
"BLR","F",28,"basketball","F"
"BLR","F",35,"gymnastics","F"
"BLR","F",32,"cycling","F"
"BLR","F",35,"basketball","F"
"USA","M",24,"athletics","F"
"THA","M",18,"taekwondo","T"
"BUL","F",25,"wrestling","F"
"CAN","M",24,"hockey","F"
"USA","F",23,"athletics","T"
"CAN","F",16,"aquatics","T"
"AUS","F",21,"aquatics","T"
"CAN","M",35,"athletics","F"
"USA","M",26,"cycling","F"
"USA","M",24,"volleyball","T"
"AUS","M",25,"archery","T"
"COK","F",21,"sailing","F"
"RSA","M",21,"football","F"
"FRA","M",31,"athletics","F"
"FRA","M",27,"judo","T"
"NGR","M",21,"athletics","F"
"SLO","F",22,"gymnastics","F"
"BRA","F",28,"tennis","F"
"POR","F",31,"judo","T"
"POR","F",33,"badminton","F"
"MGL","M",22,"taekwondo","F"
"MGL","M",28,"judo","F"
"ITA","M",29,"athletics","F"
"COL","M",31,"football","F"
"HON","M",19,"boxing","F"
"GEO","F",18,"aquatics","F"
"BAH","M",22,"athletics","F"
"ITA","F",31,"aquatics","T"
"TPE","F",29,"golf","F"
"ANG","F",28,"handball","F"
"POR","F",29,"canoe","F"
"ESP","F",34,"canoe","F"
"MAW","F",28,"athletics","F"
"NZL","F",19,"rugby sevens","T"
"FIN","M",34,"athletics","F"
"FIN","M",34,"wrestling","F"
"FRA","M",29,"rugby sevens","F"
"JPN","M",25,"rugby sevens","F"
"JPN","M",45,"shooting","F"
"USA","M",31,"wrestling","F"
"ETH","M",24,"athletics","F"
"BRA","F",29,"aquatics","F"
"NED","F",23,"handball","F"
"USA","F",26,"rowing","T"
"AUS","F",23,"basketball","F"
"NED","F",22,"athletics","F"
"NED","F",24,"judo","F"
"UKR","F",21,"athletics","F"
"UKR","F",33,"table tennis","F"
"UKR","F",29,"boxing","F"
"ERI","M",35,"athletics","F"
"AZE","M",23,"boxing","F"
"RUS","M",31,"tennis","F"
"RSA","M",23,"football","F"
"PNG","M",19,"boxing","F"
"BRA","F",23,"football","F"
"BRA","F",28,"football","F"
"BRA","F",29,"volleyball","F"
"IND","M",28,"athletics","F"
"AUS","M",20,"tennis","F"
"VIE","M",24,"fencing","F"
"VIE","M",24,"athletics","F"
"RSA","M",23,"football","F"
"DMA","F",22,"athletics","F"
"RSA","F",20,"football","F"
"NED","M",33,"cycling","F"
"FRA","M",21,"aquatics","F"
"PNG","M",23,"athletics","F"
"GER","M",26,"cycling","F"
"NED","M",36,"equestrian","F"
"GRE","F",24,"aquatics","F"
"GRE","M",25,"weightlifting","F"
"FRA","M",24,"rowing","F"
"CMR","F",24,"volleyball","F"
"NZL","F",21,"rugby sevens","T"
"SWE","F",39,"aquatics","F"
"SUI","M",23,"cycling","F"
"VIE","F",20,"fencing","F"
"VIE","F",25,"gymnastics","F"
"VIE","F",24,"wrestling","F"
"VIE","F",23,"athletics","F"
"VIE","F",24,"weightlifting","F"
"VIE","F",31,"fencing","F"
"VIE","F",25,"wrestling","F"
"VIE","F",32,"fencing","F"
"VIE","F",24,"badminton","F"
"BRA","M",21,"athletics","F"
"BRA","M",26,"hockey","F"
"BRA","M",23,"athletics","T"
"BRA","M",19,"football","T"
"BRA","M",30,"aquatics","F"
"BRA","M",26,"aquatics","F"
"BRA","M",27,"handball","F"
"FRA","M",24,"rowing","T"
"FRA","M",23,"volleyball","F"
"CIV","M",22,"aquatics","F"
"FRA","M",33,"aquatics","F"
"FRA","M",42,"equestrian","T"
"FRA","M",40,"handball","T"
"ARU","M",27,"sailing","F"
"MYA","M",14,"aquatics","F"
"FRA","M",29,"rowing","T"
"IRL","M",24,"athletics","F"
"USA","M",29,"sailing","F"
"FRA","M",22,"cycling","F"
"CHI","M",23,"judo","F"
"BEL","M",29,"hockey","T"
"GBR","M",22,"aquatics","T"
"USA","M",19,"aquatics","F"
"ITA","M",27,"tennis","F"
"AUS","M",25,"aquatics","F"
"DEN","M",21,"football","F"
"FRA","M",27,"basketball","F"
"USA","M",23,"volleyball","T"
"FRA","M",22,"athletics","F"
"AUT","M",26,"shooting","F"
"NZL","M",22,"rowing","F"
"BEL","M",24,"golf","F"
"GER","M",28,"sailing","T"
"GER","M",25,"athletics","T"
"FRA","M",29,"canoe","F"
"AUT","M",32,"triathlon","F"
"AUT","M",31,"sailing","T"
"BEL","M",26,"athletics","F"
"BRA","M",29,"tennis","F"
"THA","M",47,"golf","F"
"DEN","M",27,"golf","F"
"ISL","M",33,"judo","F"
"QAT","M",24,"boxing","F"
"BAR","F",20,"athletics","F"
"AUS","F",23,"weightlifting","F"
"POR","M",30,"table tennis","F"
"BRA","M",34,"judo","F"
"POR","M",23,"football","F"
"POR","M",28,"cycling","F"
"POR","M",23,"football","F"
"CHN","F",23,"rowing","F"
"USA","F",31,"athletics","T"
"CHN","F",25,"cycling","T"
"SIN","F",30,"table tennis","F"
"ROU","M",28,"fencing","F"
"HUN","M",25,"canoe","F"
"SVK","M",21,"canoe","T"
"TPE","M",26,"badminton","F"
"VIE","M",33,"badminton","F"
"CHN","M",27,"rowing","F"
"HKG","F",23,"golf","F"
"CAN","F",32,"equestrian","F"
"SUI","F",30,"fencing","F"
"GBR","F",29,"athletics","F"
"BRN","F",19,"athletics","F"
"BRN","F",20,"athletics","F"
"ETH","F",29,"athletics","F"
"ETH","F",20,"athletics","F"
"EST","M",31,"athletics","F"
"SRB","F",18,"taekwondo","T"
"SRB","F",19,"volleyball","T"
"SRB","F",25,"volleyball","T"
"BUL","M",22,"athletics","F"
"TUR","F",21,"basketball","F"
"RSA","M",27,"rugby sevens","T"
"AUS","M",32,"hockey","F"
"SWE","M",20,"football","F"
"NED","M",31,"rowing","F"
"GBR","M",34,"shooting","F"
"NED","M",31,"equestrian","F"
"NZL","M",30,"rugby sevens","F"
"CAN","M",26,"athletics","F"
